Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
阿泰絲，守護者之杖的持有者。,阿泰絲，守護者之杖,,425,-1,-1,0,15271,1,0,2048,16,135226,0,3394,0,0,0,0
埃辛諾斯戰刃組的持有者。,埃辛諾斯戰刃,,426,-1,-1,0,15271,0,0,2048,12,135561,0,1875,0,0,0,0
雷霆之怒，逐風者的祝福之刃持有者。,雷霆之怒，逐風者的祝福之刃,,428,-1,-1,0,15271,0,0,2048,15,135349,0,3756,0,0,0,0
薩弗拉斯，炎魔拉格納羅斯之手的持有者。,薩弗拉斯，炎魔拉格納羅斯之手,,429,-1,-1,0,15271,0,0,2048,1,133066,0,522,0,0,0,0
阿曼尼戰熊的擁有者。,阿曼尼戰熊,,430,-1,-1,0,15269,1,0,133120,15,132117,0,3254,0,0,0,0
取得「阿達歐之手」頭銜。,阿達歐之手,,431,-1,-1,0,15278,0,0,2048,6,133502,0,2243,0,0,0,0
取得「那魯的勇士」頭銜。,那魯的勇士,,432,-1,-1,0,15278,0,0,2048,5,133531,0,6551,0,0,0,0
在等級60時取得「總元帥」頭銜。,總元帥,,433,-1,1,0,15279,0,0,2048,31,236590,0,80,0,0,0,0
在等級60時取得「戰場元帥」頭銜。,戰場元帥,,434,-1,1,0,15279,0,0,2048,30,236589,0,5517,0,0,0,0
在等級60時取得「指揮官」頭銜。,指揮官,,435,-1,1,0,15279,0,0,2048,28,236587,0,3142,0,0,0,0
在等級60時取得「少校」頭銜。,少校,,436,-1,1,0,15279,0,0,2048,27,236586,0,83,0,0,0,0
在等級60時取得「一等騎士」頭銜。,一等騎士,,437,-1,1,0,15279,0,0,2048,26,236585,0,6353,0,0,0,0
在等級60時取得「上尉騎士」頭銜。,上尉騎士,,438,-1,1,0,15279,0,0,2048,25,236584,0,2477,0,0,0,0
在等級60時取得「騎士」頭銜。,騎士,,439,-1,1,0,15279,0,0,2048,23,236582,0,86,0,0,0,0
在等級60時取得「士官長」頭銜。,士官長,,440,-1,1,0,15279,0,0,2048,22,236581,0,2226,0,0,0,0
在等級60時取得「上士」頭銜。,上士,,441,-1,1,0,15279,0,0,2048,21,236580,0,3699,0,0,0,0
在等級60時取得「士兵」頭銜。,士兵,,442,-1,1,0,15279,0,0,2048,18,236577,0,6659,0,0,0,0
在等級60時取得「高階督軍」頭銜。,高階督軍,,443,-1,0,0,15279,0,0,2048,17,236625,0,2229,0,0,0,0
在等級60時取得「中將」頭銜。,中將,,444,-1,0,0,15279,0,0,2048,14,236622,0,5649,0,0,0,0
在等級60時取得「督軍」頭銜。,督軍,,445,-1,0,0,15279,0,0,2048,16,236624,0,279,0,0,0,0
在等級60時取得「將軍」頭銜。,將軍,,446,-1,0,0,15279,0,0,2048,15,236623,0,282,0,0,0,0
在等級60時取得「勇士」頭銜。,勇士,,447,-1,0,0,15279,0,0,2048,13,236621,0,6350,0,0,0,0
在等級60時取得「百夫長」頭銜。,百夫長,,448,-1,0,0,15279,0,0,2048,12,236620,0,2232,0,0,0,0
在等級60時取得「血衛士」頭銜。,血衛士,,449,-1,0,0,15279,0,0,2048,9,236618,0,7413,0,0,0,0
在等級60時取得「資深士官」頭銜。,資深士官,,450,-1,0,0,15279,0,0,2048,6,236615,0,4630,0,0,0,0
在等級60時取得「石衛士」頭銜。,石衛士,,451,-1,0,0,15279,0,0,2048,8,236617,0,3108,0,0,0,0
在等級60時取得「一等士官」頭銜。,一等士官,,452,-1,0,0,15279,0,0,2048,7,236616,0,1449,0,0,0,0
在等級60時取得「士官」頭銜。,士官,,453,-1,0,0,15279,0,0,2048,5,236614,0,6966,0,0,0,0
在等級60時取得「斥候」頭銜。,斥候,,454,-1,0,0,15279,0,0,2048,3,236612,0,3659,0,0,0,0
25人模式中，參與伺服器首殺『黑曜守護者』撒爾薩里安。,伺服器首殺！黑曜殺戮者,頭銜：黑曜殺戮者,456,615,-1,0,81,0,0,2816,139,236471,0,10281,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的玩家。,伺服器首位！80級玩家(經典),,457,-1,-1,0,81,0,0,2048,32,236569,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的盜賊。,伺服器首位！80級盜賊(經典),,458,-1,-1,0,81,0,0,2304,69,135428,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的戰士。,伺服器首位！80級戰士(經典),,459,-1,-1,0,81,0,0,2304,64,135328,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的法師。,伺服器首位！80級法師(經典),,460,-1,-1,0,81,0,0,2304,61,135150,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的死亡騎士。,伺服器首位！80級死亡騎士(經典),,461,-1,-1,0,81,0,0,2304,58,135771,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的獵人。,伺服器首位！80級獵人(經典),,462,-1,-1,0,81,0,0,2304,55,135495,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的術士。,伺服器首位！80級術士(經典),,463,-1,-1,0,81,0,0,2304,52,136020,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的牧師。,伺服器首位！80級牧師(經典),,464,-1,-1,0,81,0,0,2304,49,135167,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的聖騎士。,伺服器首位！80級聖騎士(經典),,465,-1,-1,0,81,0,0,2304,46,132325,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的德魯伊。,伺服器首位！80級德魯伊(經典),,466,-1,-1,0,81,0,0,2304,43,132136,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到80級的薩滿。,伺服器首位！80級薩滿(經典),,467,-1,-1,0,81,0,0,2304,40,136012,0,0,0,0,0,0
在等級60時取得「蠻兵」頭銜。,蠻兵,,468,-1,0,0,15279,0,0,2048,4,236613,0,1772,0,0,0,0
在等級60時取得「軍團士兵」頭銜。,軍團士兵,,469,-1,0,0,15279,0,0,2048,10,236619,0,439,0,0,0,0
在等級60時取得「下士」頭銜。,下士,,470,-1,1,0,15279,0,0,2048,19,236578,0,1775,0,0,0,0
在等級60時取得「士官」頭銜。,士官,,471,-1,1,0,15279,0,0,2048,20,236579,0,1667,0,0,0,0
在等級60時取得「中尉騎士」頭銜。,中尉騎士,,472,-1,1,0,15279,0,0,2048,24,236583,0,3561,0,0,0,0
在等級60時取得「元帥」頭銜。,元帥,,473,-1,1,0,15279,0,0,2048,29,236588,0,1008,0,0,0,0
擊敗俄特加德要塞的首領。,俄特加德要塞,,477,574,-1,0,14806,0,10,131072,1,236528,0,4309,0,0,0,0
擊敗奧核之心的首領。,奧核之心,,478,576,-1,0,14806,0,10,131072,4,236498,0,1729,0,0,0,0
擊敗時光之穴:斯坦索姆的首領。,斯坦索姆的抉擇,,479,595,-1,0,14806,0,10,131072,34,236478,0,1704,0,0,0,0
擊敗阿茲歐-奈幽的首領。,阿茲歐-奈幽,,480,601,-1,0,14806,0,10,131072,8,236468,0,2172,0,0,0,0
擊敗安卡罕特：古王國的首領。,安卡罕特：古王國,,481,619,-1,0,14806,0,10,131072,11,236463,0,6281,0,0,0,0
擊敗德拉克薩隆要塞的首領。,德拉克薩隆要塞,,482,600,-1,0,14806,0,10,131072,14,250122,0,1748,0,0,0,0
擊敗紫羅蘭堡中的霞妮苟莎。,紫羅蘭堡,,483,608,-1,0,14806,0,10,0,16,236513,0,1710,0,0,0,0
擊敗剛德拉克的首領。,剛德拉克,,484,604,-1,0,14806,0,10,131072,19,236488,0,1839,0,0,0,0
擊敗石之大廳的首領。,石之大廳,,485,599,-1,0,14806,0,10,131072,21,236518,0,901,0,0,0,0
擊敗雷光大廳的首領。,雷光大廳,,486,602,-1,0,14806,0,10,131072,25,236523,0,1011,0,0,0,0
擊敗奧核之眼的首領。,奧核之眼,,487,578,-1,0,14806,0,10,131072,28,236503,0,2177,0,0,0,0
擊敗俄特加德之巔的首領。,俄特加德之巔,,488,575,-1,0,14806,0,10,131072,31,236533,0,3760,0,0,0,0
擊敗英雄難度中俄特加德要塞的首領。,英雄:俄特加德要塞,,489,574,-1,477,14806,0,10,131072,3,236527,0,2774,0,0,0,0
擊敗英雄難度中奧核之心的首領。,英雄:奧核之心,,490,576,-1,478,14806,0,10,131072,6,236497,0,7611,0,0,0,0
擊敗英雄難度中阿茲歐-奈幽的首領。,英雄:阿茲歐-奈幽,,491,601,-1,480,14806,0,10,131072,9,236467,0,896,0,0,0,0
擊敗英雄難度中安卡罕特：古王國的首領。,英雄:安卡罕特：古王國,,492,619,-1,481,14806,0,10,0,12,236462,0,8999,0,0,0,0
擊敗英雄難度中德拉克薩隆要塞的首領。,英雄:德拉克薩隆要塞,,493,600,-1,482,14806,0,10,131072,15,250121,0,8381,0,0,0,0
擊敗英雄難度中紫羅蘭堡的霞妮苟莎。,英雄:紫羅蘭堡,,494,608,-1,483,14806,0,10,0,17,236512,0,120,0,0,0,0
擊敗英雄難度中剛德拉克的首領。,英雄:剛德拉克,,495,604,-1,484,14806,0,10,131072,20,236487,0,14228,0,0,0,0
擊敗英雄難度中石之大廳的首領。,英雄:石之大廳,,496,599,-1,485,14806,0,10,131072,23,236517,0,3136,0,0,0,0
擊敗英雄難度中雷光大廳的首領。,英雄:雷光大廳,,497,602,-1,486,14806,0,10,131072,26,236522,0,2780,0,0,0,0
擊敗英雄難度中奧核之眼的首領。,英雄:奧核之眼,,498,578,-1,487,14806,0,10,131072,29,236502,0,2786,0,0,0,0
擊敗英雄難度中俄特加德之巔的首領。,英雄:俄特加德之巔,,499,575,-1,488,14806,0,10,131072,32,236532,0,2183,0,0,0,0
擊敗英雄難度中時光之穴:斯坦索姆的首領。,英雄:斯坦索姆的抉擇,,500,595,-1,479,14806,0,10,131072,35,236477,0,5741,0,0,0,0
完成50個任務。,50個任務完成,,503,-1,-1,0,96,0,10,131072,2,236664,0,4808,0,0,0,0
完成100個任務。,100個任務完成,,504,-1,-1,503,96,0,10,131072,3,236665,0,1845,0,0,0,0
完成250個任務。,250個任務完成,,505,-1,-1,504,96,0,10,131072,4,236666,0,4633,0,0,0,0
完成500個任務。,500個任務完成,,506,-1,-1,505,96,0,10,131072,5,236667,0,7344,0,0,0,0
完成1000個任務。,1000個任務完成,,507,-1,-1,506,96,0,10,131072,6,236668,0,1017,0,0,0,0
完成1500個任務。,1500個任務完成,,508,-1,-1,507,96,0,10,131072,7,236669,0,1848,0,0,0,0
達成10000次榮譽擊殺。,10000次榮譽擊殺,,509,-1,-1,512,95,0,10,135168,8,236655,0,549,0,0,0,0
達成5000次榮譽擊殺。,5000次榮譽擊殺,,512,-1,-1,516,95,0,10,131072,7,236652,0,5781,0,0,0,0
達成100次榮譽擊殺。,100次榮譽擊殺,,513,-1,-1,238,95,0,10,131072,4,236648,0,2547,0,0,0,0
達成500次榮譽擊殺。,500次榮譽擊殺,,515,-1,-1,513,95,0,10,131072,5,236649,0,1851,0,0,0,0
達成1000次榮譽擊殺。,1000次榮譽擊殺,,516,-1,-1,515,95,0,10,131072,6,236650,0,3652,0,0,0,0
30項聲望提升至崇拜。,30項聲望崇拜,,518,-1,-1,519,201,0,10,131200,7,236686,0,77086,0,0,0,0
25項聲望提升至崇拜。,25項聲望崇拜,,519,-1,-1,520,201,0,10,131200,6,236685,0,77258,0,0,0,0
20項聲望提升至崇拜。,20項聲望崇拜,,520,-1,-1,521,201,0,10,131200,5,236684,0,77430,0,0,0,0
15項聲望提升至崇拜。,15項聲望崇拜,,521,-1,-1,524,201,0,10,131200,4,236683,0,77602,0,0,0,0
1項聲望提升至崇拜。,還是有人喜歡我,,522,-1,-1,0,201,0,10,131072,1,236681,0,78118,0,0,0,0
5項聲望提升至崇拜。,5項聲望崇拜,,523,-1,-1,522,201,0,10,131200,2,236681,0,77946,0,0,0,0
10項聲望提升至崇拜。,10項聲望崇拜,,524,-1,-1,523,201,0,10,131200,3,236682,0,77774,0,0,0,0
前往美容沙龍改變你的外觀。,造型,,545,-1,-1,0,92,0,10,0,41,133801,0,461,0,0,0,0
購買7個銀行欄位。,安全存放,,546,-1,-1,0,92,0,10,0,26,132594,0,4070,0,0,0,0
完成龍骨荒野包含「回到安格拉薩」在內的任務。,憤怒之門精兵,,547,-1,-1,0,14863,1,10,131072,26,236797,0,8043,0,0,0,0
全身每個部位都裝備物品等級最低213級的史詩物品(在決戰艾澤拉斯開放前)。,紫裝人,,556,-1,-1,0,15446,0,0,2048,19,132885,0,0,0,0,0,0
全身每個部位都裝備物品等級最低187級的精良物品(在決戰艾澤拉斯開放前)。,藍裝人,,557,-1,-1,0,15446,0,0,2048,11,135865,0,0,0,0,0,0
對等級超過185的精良以上物品貪婪擲骰，恰好100點獲勝。,我貪,,558,-1,-1,0,15446,0,0,2048,32,133787,0,204,0,0,0,0
對等級超過185的精良以上物品需求擲骰，恰好100點獲勝。,我需,,559,-1,-1,0,15446,0,0,2048,33,133784,0,270,0,0,0,0
於祖爾格拉布中使用臭泥魚誘餌釣出加茲蘭卡。,捕捉最致命的漁獲,,560,-1,-1,0,15278,0,0,2048,3,134169,0,8133,0,0,0,0
追隨D.E.H.T.A的理念，完成所有的任務，包括刺殺哈洛德‧蘭恩。,D.E.H.T.A的小P.I.T.A.,,561,-1,-1,0,14863,0,10,131072,25,236732,0,6469,0,0,0,0
擊敗納克薩瑪斯10人模式中的蜘蛛區首領。,蜘蛛區(10人),,562,533,-1,0,14922,0,10,131072,5,135442,0,1082,0,0,0,0
擊敗納克薩瑪斯25人模式中的蜘蛛區首領。,蜘蛛區(25人),,563,533,-1,0,14922,0,10,131072,6,135442,0,1430,0,0,0,0
擊敗納克薩瑪斯10人模式中的傀儡區首領。,傀儡區(10人),,564,533,-1,0,14922,0,10,131072,7,236271,0,5750,0,0,0,0
擊敗納克薩瑪斯25人模式中的傀儡區首領。,傀儡區(25人),,565,533,-1,0,14922,0,10,131072,8,236271,0,3083,0,0,0,0
擊敗納克薩瑪斯10人模式中的瘟疫區首領。,瘟疫區(10人),,566,533,-1,0,14922,0,10,131072,9,133781,0,8192,0,0,0,0
擊敗納克薩瑪斯25人模式中的瘟疫區首領。,瘟疫區(25人),,567,533,-1,0,14922,0,10,131072,10,133781,0,3370,0,0,0,0
擊敗納克薩瑪斯10人模式中的軍事區首領。,軍事區(10人),,568,533,-1,0,14922,0,10,131072,11,135771,0,3204,0,0,0,0
擊敗納克薩瑪斯25人模式中的軍事區首領。,軍事區(25人),,569,533,-1,0,14922,0,10,131072,12,135771,0,5806,0,0,0,0
擊敗在納克薩瑪斯10人模式中的薩菲隆。,薩菲隆的消亡(10人),,572,533,-1,0,14922,0,10,0,13,134155,0,5858,0,0,0,0
擊敗在納克薩瑪斯25人模式中的薩菲隆。,薩菲隆的消亡(25人),,573,533,-1,0,14922,0,10,0,14,134155,0,951,0,0,0,0
擊敗在納克薩瑪斯10人模式中的科爾蘇加德。,擊敗科爾蘇加德(10人),,574,533,-1,0,14922,0,10,0,15,135444,0,3877,0,0,0,0
擊敗在納克薩瑪斯25人模式中的科爾蘇加德。,擊敗科爾蘇加德(25人),,575,533,-1,0,14922,0,10,0,16,135444,0,954,0,0,0,0
擊敗納克薩瑪斯10人模式中的所有首領。,納克薩瑪斯全破(10人),,576,-1,-1,0,14922,0,25,131072,17,236493,0,14873,0,0,0,0
擊敗納克薩瑪斯25人模式中的所有首領。,納克薩瑪斯全破(25人),,577,-1,-1,0,14922,0,50,131072,18,236490,0,8744,0,0,0,0
10人模式中，在區域內少於9人的情況下擊敗納克薩瑪斯的首領。,小兵立大功(10人),,578,533,-1,0,14922,0,25,131072,19,136187,0,4487,0,0,0,0
25人模式中，在區域內少於21人的情況下擊敗納克薩瑪斯的首領。,小兵立大功(25人),,579,533,-1,0,14922,0,50,131072,20,136187,0,4503,0,0,0,0
在單場奧特蘭克山谷競賽中，突襲一座墓地、防守一座墓地、突襲一座哨塔、防守一座哨塔，並在征戰平原殺死一人。,奧特蘭克山谷明星,,582,30,-1,0,14801,0,20,0,15,135919,0,5560,0,0,0,0
在單場阿拉希盆地戰鬥中突襲以及防守2座基地。,阿拉希盆地明星,,583,-1,-1,0,14802,0,20,0,14,236310,0,7604,0,0,0,0
在單場阿拉希盆地戰鬥中，於每一座基地上達成五次榮譽擊殺。,阿拉希盆地暗殺者,,584,-1,-1,0,14802,0,20,0,15,132205,0,4847,0,0,0,0
奪取暴風之眼旗幟,奪取暴風之眼旗幟,,585,-1,-1,0,153,0,0,1,12,136243,0,1278,0,0,0,0
歸還戰歌峽谷旗幟,歸還戰歌峽谷旗幟,,586,-1,-1,0,153,0,0,1,36,136243,0,5224,0,0,0,0
在單場暴風之眼戰鬥中，每座基地中達成5次榮譽擊殺。,暴風暗殺者,,587,566,-1,0,14803,0,10,0,9,236154,0,4060,0,0,0,0
榮譽擊殺總數,榮譽擊殺總數,,588,-1,-1,0,136,0,0,1,1,136243,0,1123,0,0,0,0
,最高5v5隊伍積分,,589,-1,-1,0,152,0,0,524289,44,136243,0,5227,0,0,0,0
,最高3v3隊伍積分,,590,-1,-1,0,152,0,0,524289,45,136243,0,1857,0,0,0,0
,最高3v3個人積分,,595,-1,-1,0,152,0,0,1,42,136243,0,5492,0,0,0,0
,最高5v5個人積分,,596,-1,-1,0,152,0,0,524289,41,136243,0,2156,0,0,0,0
在下列主城中擊殺5位聯盟玩家。,部落之怒,,603,-1,0,0,95,0,10,131072,22,135445,0,5203,0,0,0,0
在下列主城中擊殺5位部落玩家。,聯盟之怒,,604,-1,1,0,95,0,10,131072,23,135438,0,5209,0,0,0,0
獲得一枚先祖硬幣。,一枚先祖硬幣,,605,-1,-1,0,160,0,10,0,1,133858,0,1307,0,0,0,0
獲得5枚先祖硬幣。,5枚先祖硬幣,,606,-1,-1,605,160,0,10,131072,2,133858,0,192,0,0,0,0
獲得10枚先祖硬幣。,10枚先祖硬幣,,607,-1,-1,606,160,0,10,131072,3,133858,0,5495,0,0,0,0
獲得25枚先祖硬幣。,25枚先祖硬幣,,608,-1,-1,607,160,0,10,131072,4,133858,0,1818,0,0,0,0
獲得50枚先祖硬幣。,50枚先祖硬幣,,609,-1,-1,608,160,0,10,131072,5,133858,0,948,0,0,0,0
痛揍薩魯法爾霸王一頓，直到他裝死不理你為止。,奧格瑪霸凌事件,,610,1,1,0,15279,0,0,2048,108,132338,0,18950,0,0,0,0
擊殺貝恩‧血蹄。,染血的血蹄,,611,1,1,0,15279,0,0,2048,118,236555,0,5498,0,0,0,0
在奧格瑪擊殺希瓦娜斯‧風行者女士。,黑暗女王殞命,,612,-1,1,0,15279,0,0,2048,109,236560,0,5501,0,0,0,0
擊殺洛索瑪‧塞隆。,奎爾薩拉斯暗殺,,613,530,1,0,95,0,10,0,25,236558,0,428,0,0,0,0
殺死部落首領。,為了聯盟！,坐騎：黑色戰熊,614,-1,1,0,95,0,20,131072,26,132486,44223,5769,0,0,0,0
殺死安杜因‧烏瑞恩國王。,暴風城風暴降臨,,615,0,0,0,15279,0,0,2048,117,236557,0,4369,0,0,0,0
擊殺三錘議會代表:茉艾拉‧索瑞森、穆拉丁‧銅鬚和弗斯塔德‧蠻錘。,推翻議會,,616,0,0,0,95,0,10,131072,27,236805,0,1095,0,0,0,0
擊殺高階祭司泰蘭妲‧語風。,不朽的終止,,617,1,0,0,15279,0,0,2048,11,236561,0,3209,0,0,0,0
擊殺預言者費倫。,熄滅聖光,,618,530,0,0,95,0,10,0,28,236559,0,4909,0,0,0,0
殺死聯盟首領。,為了部落！,坐騎：黑色戰熊,619,-1,0,0,95,0,20,131072,30,132485,44224,2961,0,0,0,0
收集一個外袍欄位外觀。,象徵,,621,-1,-1,0,15246,0,10,131072,1,135026,0,60642,0,0,0,0
擊敗10人模式中的瑪里苟斯。,織法者的隕落(10人),,622,616,-1,0,14922,0,10,0,41,236504,0,7617,0,0,0,0
擊敗25人模式中的瑪里苟斯。,織法者的隕落(25人),,623,616,-1,0,14922,0,25,0,42,236505,0,1581,0,0,0,0
10人模式中，在少於9人的情況下擊敗『黑曜守護者』撒爾薩里安和暮光飛龍。,以退為進(10人),,624,615,-1,0,14922,0,10,0,3,236472,0,2265,0,0,0,0
擊敗25人模式中的『黑曜守護者』撒爾薩里安。,擊敗黑龍軍團(25人),,625,615,-1,0,14922,0,25,0,2,236470,0,2271,0,0,0,0
使用先祖硬幣購買節慶長褲套裝或節慶裙裝。,新年節慶華服,,626,-1,-1,0,160,1,10,0,6,132700,0,4901,0,0,0,0
探索丹莫洛，解開世界地圖上未知的區域。,探索丹莫洛,,627,-1,-1,0,14777,0,10,2228224,2,236755,0,5681,0,0,0,0
擊敗『船長』餅乾。,死亡礦坑,,628,-1,-1,0,14808,1,10,0,2,134169,0,3809,0,0,0,0
擊敗熔岩守衛哥爾多斯,怒焰裂谷,,629,-1,-1,0,14808,1,10,0,1,135726,0,4327,0,0,0,0
擊敗『吞噬者』穆坦努斯。,哀嚎洞穴,,630,-1,-1,0,14808,1,10,0,3,236425,0,7357,0,0,0,0
擊敗高佛雷領主。,影牙城堡,,631,-1,-1,0,14808,1,10,0,4,412514,0,3382,0,0,0,0
擊敗阿庫麥爾。,黑澗深淵,,632,-1,-1,0,14808,0,10,0,5,236403,0,4230,0,0,0,0
擊敗霍格。,暴風城監獄,,633,34,-1,0,14808,1,10,0,6,134163,0,3385,0,0,0,0
擊敗機電師瑟瑪普拉格。,諾姆瑞根,,634,-1,-1,0,14808,1,10,0,8,236424,0,3812,0,0,0,0
擊敗卡爾加‧刺肋。,剃刀沼澤,,635,-1,-1,0,14808,1,10,0,7,236405,0,811,0,0,0,0
擊敗『寒冰使者』亞門納爾。,剃刀高地,,636,-1,-1,0,14808,1,10,0,9,236400,0,817,0,0,0,0
擊敗血色修道院的高階審判官懷特邁恩。,血色修道院,,637,1004,-1,0,14808,0,10,0,11,135955,0,3990,0,0,0,0
擊敗阿札達斯。,奧達曼,,638,-1,-1,0,14808,1,10,0,12,236401,0,822,0,0,0,0
擊敗酋長烏克茲‧沙頂。,祖爾法拉克,,639,209,-1,0,14808,0,10,0,13,236406,0,828,0,0,0,0
擊敗瑟萊德絲公主。,瑪拉頓,,640,-1,-1,0,14808,1,10,0,14,236432,0,831,0,0,0,0
擊敗伊蘭尼庫斯之影。,沉沒的神廟,,641,-1,-1,0,14808,1,10,0,15,236434,0,8188,0,0,0,0
擊敗達格蘭‧索瑞森大帝。,黑石深淵,,642,-1,-1,0,14808,1,10,0,16,236410,0,248,0,0,0,0
擊敗維姆薩拉克主宰。,黑石塔下層,,643,-1,-1,0,14808,1,10,0,17,236429,0,7684,0,0,0,0
擊敗厄運之槌每個區的首領。,厄運之槌之王,,644,429,-1,0,14808,0,10,0,18,132340,0,4978,0,0,0,0
擊敗黑暗院長加丁。,通靈學院,,645,1007,-1,0,14808,0,10,0,19,135974,0,253,0,0,0,0
擊敗住在斯坦索姆的邪惡首腦。,斯坦索姆,,646,329,-1,0,14808,0,10,131072,21,237511,0,257,0,0,0,0
擊敗『無疤者』歐瑪爾。,地獄火壁壘,,647,-1,-1,0,14805,1,10,0,1,236427,0,957,0,0,0,0
擊敗『破壞者』凱利丹。,血熔爐,,648,542,-1,0,14805,0,10,0,2,236417,0,962,0,0,0,0
擊敗奎克米瑞。,奴隸監獄,,649,547,-1,0,14805,0,10,0,3,236433,0,1222,0,0,0,0
擊敗黑色潛獵者。,深幽泥沼,,650,-1,-1,0,14805,1,10,0,4,254502,0,5290,0,0,0,0
擊敗奈薩斯王子薩法爾。,法力墓地,,651,-1,-1,0,14805,1,10,0,5,236426,0,2494,0,0,0,0
擊敗紀元狩獵者。,逃離敦霍爾德,,652,-1,-1,0,14805,1,10,0,7,254647,0,1225,0,0,0,0
擊敗鷹王伊奇斯。,塞司克大廳,,653,-1,-1,0,14805,1,10,0,8,236435,0,1229,0,0,0,0
擊敗莫爾墨。,暗影迷宮,,654,-1,-1,0,14805,1,10,0,9,254501,0,2498,0,0,0,0
擊敗艾奧那斯。,開啟黑暗之門,,655,-1,-1,0,14805,1,10,0,10,254086,0,1233,0,0,0,0
擊敗督軍卡利斯瑞。,蒸汽洞窟,,656,-1,-1,0,14805,1,10,0,11,236436,0,1148,0,0,0,0
擊敗大酋長卡加斯‧刃拳。,破碎大廳,,657,-1,-1,0,14805,1,10,0,12,254093,0,2686,0,0,0,0
擊敗操縱者帕薩里歐。,麥克納爾,,658,-1,-1,0,14805,1,10,0,13,236430,0,1238,0,0,0,0
擊敗扭曲分裂者。,波塔尼卡,,659,-1,-1,0,14805,1,10,0,14,236437,0,3592,0,0,0,0
擊敗先驅者史蓋力司。,亞克崔茲,,660,-1,-1,0,14805,1,10,0,15,236414,0,4322,0,0,0,0
擊敗凱爾薩斯‧逐日者。,博學者殿堂,,661,-1,-1,0,14805,1,10,0,16,250117,0,4318,0,0,0,0
《魔獸世界》典藏版迷你破壞神寵物的擁有者。,典藏版：迷你破壞神,,662,-1,-1,0,15268,1,0,133120,16,132787,0,2247,0,0,0,0
《魔獸世界》典藏版熊貓寵物的擁有者。,典藏版：熊貓,,663,-1,-1,0,15268,1,0,133120,17,132494,0,5799,0,0,0,0
《魔獸世界》典藏版異化蟲寵物的擁有者。,典藏版：異化蟲,,664,-1,-1,0,15268,1,0,133120,18,136217,0,20087,0,0,0,0
《燃燒的遠征》典藏版虛空幼龍寵物的擁有者。,典藏版：虛空幼龍,,665,-1,-1,0,15268,1,0,133120,19,134539,0,3740,0,0,0,0
擊敗瑪拉達爾主教。,奧奇奈地穴,,666,-1,-1,0,14805,1,10,0,6,236411,0,1035,0,0,0,0
